iteration,n_agents,c0,m0,s0,mx0,mn0
164,50,8,0.244461,0.117542,0.472666,0.0936256
165,50,8,0.238861,0.107101,0.427647,0.0937332
166,50,8,0.244543,0.117602,0.472885,0.0938412
167,50,8,0.244584,0.117632,0.472995,0.0939495
168,50,8,0.244625,0.117662,0.473105,0.0940581
169,50,8,0.244666,0.117692,0.473216,0.0941671
170,50,8,0.244707,0.117722,0.473326,0.0942757
171,50,8,0.244748,0.117753,0.473438,0.0943846
172,50,8,0.244788,0.117783,0.473549,0.0944935
173,50,8,0.244829,0.117814,0.47366,0.0946028
174,50,9,0.265177,0.125074,0.473772,0.0947122
175,50,8,0.244911,0.117875,0.473884,0.0948218
176,50,8,0.244952,0.117906,0.473996,0.0949315
177,50,8,0.244993,0.117937,0.474109,0.0950408
178,50,8,0.245034,0.117969,0.474222,0.0951503
179,50,8,0.245075,0.118,0.474335,0.0952596
180,50,8,0.245116,0.118031,0.474448,0.0953688
181,50,8,0.245158,0.118063,0.474562,0.0954778
182,50,8,0.245199,0.118095,0.474676,0.0955869
183,50,8,0.24524,0.118127,0.474791,0.0956964
184,50,8,0.245282,0.118159,0.474906,0.0958059
185,50,8,0.245323,0.118191,0.475021,0.0959155
186,50,8,0.245364,0.118223,0.475136,0.0960254
187,50,8,0.245405,0.118255,0.475251,0.0961353
188,50,8,0.245447,0.118288,0.475367,0.0962448
189,50,8,0.245488,0.118321,0.475483,0.0963545
190,50,8,0.245529,0.118353,0.475599,0.0964644
191,50,9,0.265794,0.125418,0.475716,0.0965748
192,50,8,0.245613,0.118419,0.475833,0.0966853
193,50,8,0.245654,0.118452,0.475951,0.096796
194,50,9,0.265903,0.125482,0.476069,0.0969071
195,50,8,0.245738,0.118519,0.476186,0.0970186
196,50,8,0.24578,0.118553,0.476305,0.0971304
197,50,8,0.245822,0.118586,0.476423,0.0972425
198,50,8,0.245864,0.11862,0.476542,0.0973547
199,50,8,0.245906,0.118653,0.47666,0.0974668
200,50,8,0.245948,0.118687,0.476779,0.0975792
201,50,8,0.24599,0.118721,0.476898,0.0976918
202,50,9,0.266196,0.125652,0.477018,0.0978044
203,50,8,0.246074,0.118789,0.477138,0.0979172
204,50,8,0.246116,0.118823,0.477258,0.0980299
205,50,9,0.266306,0.125717,0.477379,0.0981423
206,50,8,0.246201,0.118892,0.4775,0.0982546
207,50,8,0.246243,0.118927,0.477621,0.0983671
208,50,9,0.266416,0.125783,0.477743,0.0984796
209,50,8,0.246328,0.118996,0.477865,0.098592
210,50,8,0.24637,0.119031,0.477987,0.0987043
211,50,8,0.246413,0.119066,0.47811,0.0988165
212,50,8,0.246455,0.119102,0.478233,0.0989288
213,50,8,0.246498,0.119137,0.478356,0.0990409
214,50,8,0.24654,0.119173,0.478479,0.0991533
215,50,8,0.246582,0.119208,0.478603,0.0992658
216,50,8,0.246625,0.119244,0.478727,0.0993784
217,50,8,0.246668,0.11928,0.478851,0.0994913
218,50,9,0.266784,0.126008,0.478975,0.0996045
219,50,9,0.266821,0.126031,0.479099,0.0997173
220,50,8,0.246796,0.119388,0.479225,0.0998298
221,50,8,0.246839,0.119425,0.47935,0.0999425
222,50,8,0.246882,0.119461,0.479476,0.100056
223,50,8,0.246925,0.119498,0.479603,0.100169
224,50,8,0.246968,0.119536,0.47973,0.100282
225,50,8,0.247011,0.119573,0.479858,0.100394
226,50,8,0.247054,0.119611,0.479985,0.100507
227,50,8,0.247097,0.119648,0.480113,0.10062
228,50,8,0.247141,0.119686,0.480242,0.100733
