iteration,c0,m0,s0,mx0,mn0
360,5,0.176799,0.0788694,0.313685,0.0907745
361,5,0.176929,0.0788521,0.313864,0.0909744
362,5,0.177059,0.0788349,0.314043,0.0911744
363,5,0.177189,0.078818,0.314222,0.0913743
364,5,0.177319,0.0788013,0.3144,0.0915741
365,5,0.177449,0.0787848,0.314579,0.091774
366,5,0.177579,0.0787685,0.314758,0.0919739
367,5,0.17771,0.0787523,0.314937,0.0921737
368,5,0.17784,0.0787363,0.315115,0.0923735
369,5,0.17797,0.0787204,0.315294,0.0925733
370,5,0.178101,0.0787046,0.315472,0.0927731
371,5,0.178231,0.0786889,0.31565,0.0929729
372,5,0.178361,0.0786734,0.315828,0.0931727
373,5,0.178492,0.0786581,0.316005,0.0933725
374,5,0.178622,0.078643,0.316183,0.0935723
375,5,0.178752,0.078628,0.316361,0.0937721
376,5,0.178883,0.0786132,0.316538,0.0939718
377,5,0.179013,0.0785986,0.316716,0.0941716
378,5,0.179144,0.0785841,0.316893,0.0943714
379,5,0.179275,0.0785698,0.317071,0.0945711
380,5,0.179405,0.0785556,0.317248,0.0947707
381,5,0.179536,0.0785416,0.317424,0.0949704
382,5,0.179667,0.0785277,0.317601,0.0951701
383,5,0.179797,0.0785139,0.317777,0.0953697
384,5,0.179928,0.0785003,0.317954,0.0955692
385,5,0.180059,0.0784868,0.31813,0.0957688
386,5,0.18019,0.0784735,0.318306,0.0959683
387,5,0.180321,0.0784604,0.318482,0.0961679
388,5,0.180452,0.0784474,0.318658,0.0963674
389,5,0.180583,0.0784345,0.318833,0.096567
390,5,0.180714,0.0784218,0.319008,0.0967665
391,5,0.180845,0.0784092,0.319184,0.096966
392,5,0.180977,0.0783969,0.319359,0.0971654
393,5,0.181108,0.0783847,0.319535,0.0973649
394,5,0.181239,0.0783727,0.31971,0.0975643
395,5,0.181371,0.0783608,0.319885,0.0977637
396,5,0.181502,0.078349,0.320059,0.0979631
397,5,0.181633,0.0783374,0.320234,0.0981624
398,5,0.181765,0.0783259,0.320408,0.0983618
399,5,0.181896,0.0783145,0.320583,0.0985611
400,5,0.182028,0.0783033,0.320757,0.0987603
